,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,date,time,year,month,day,weekday
58,2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,61,2011-01-03,13,2011,1,3,0
59,2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,77,2011-01-03,14,2011,1,3,0
60,2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,72,2011-01-03,15,2011,1,3,0
61,2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,76,2011-01-03,16,2011,1,3,0
62,2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,157,2011-01-03,17,2011,1,3,0
63,2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,157,2011-01-03,18,2011,1,3,0
64,2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,110,2011-01-03,19,2011,1,3,0
65,2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,52,2011-01-03,20,2011,1,3,0
66,2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,52,2011-01-03,21,2011,1,3,0
67,2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,20,2011-01-03,22,2011,1,3,0
68,2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,12,2011-01-03,23,2011,1,3,0
69,2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,5,2011-01-04,0,2011,1,4,1
70,2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,2,2011-01-04,1,2011,1,4,1
71,2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,1,2011-01-04,2,2011,1,4,1
72,2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,2,2011-01-04,4,2011,1,4,1
73,2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,4,2011-01-04,5,2011,1,4,1
74,2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,36,2011-01-04,6,2011,1,4,1
75,2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,94,2011-01-04,7,2011,1,4,1
76,2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,179,2011-01-04,8,2011,1,4,1
77,2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,100,2011-01-04,9,2011,1,4,1
78,2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,42,2011-01-04,10,2011,1,4,1
79,2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,57,2011-01-04,11,2011,1,4,1
80,2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,78,2011-01-04,12,2011,1,4,1
81,2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,97,2011-01-04,13,2011,1,4,1
82,2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,63,2011-01-04,14,2011,1,4,1
83,2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,65,2011-01-04,15,2011,1,4,1
84,2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,83,2011-01-04,16,2011,1,4,1
85,2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,212,2011-01-04,17,2011,1,4,1
86,2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,182,2011-01-04,18,2011,1,4,1
87,2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,112,2011-01-04,19,2011,1,4,1
88,2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,54,2011-01-04,20,2011,1,4,1
89,2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,48,2011-01-04,21,2011,1,4,1
90,2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,35,2011-01-04,22,2011,1,4,1
91,2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,11,2011-01-04,23,2011,1,4,1
92,2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,6,2011-01-05,0,2011,1,5,2
93,2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,6,2011-01-05,1,2011,1,5,2
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,2,2011-01-05,2,2011,1,5,2
95,2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,2,2011-01-05,4,2011,1,5,2
96,2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,3,2011-01-05,5,2011,1,5,2
97,2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,33,2011-01-05,6,2011,1,5,2
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,88,2011-01-05,7,2011,1,5,2
99,2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,195,2011-01-05,8,2011,1,5,2
100,2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,115,2011-01-05,9,2011,1,5,2
101,2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,57,2011-01-05,10,2011,1,5,2
102,2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,46,2011-01-05,11,2011,1,5,2
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,79,2011-01-05,12,2011,1,5,2
104,2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,71,2011-01-05,13,2011,1,5,2
105,2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,62,2011-01-05,14,2011,1,5,2
106,2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,62,2011-01-05,15,2011,1,5,2
107,2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,89,2011-01-05,16,2011,1,5,2
108,2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,190,2011-01-05,17,2011,1,5,2
109,2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,169,2011-01-05,18,2011,1,5,2
110,2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,132,2011-01-05,19,2011,1,5,2
111,2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,89,2011-01-05,20,2011,1,5,2
112,2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,43,2011-01-05,21,2011,1,5,2
113,2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,42,2011-01-05,22,2011,1,5,2
114,2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,19,2011-01-05,23,2011,1,5,2
115,2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,11,2011-01-06,0,2011,1,6,3
116,2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,4,2011-01-06,1,2011,1,6,3
117,2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,2,2011-01-06,2,2011,1,6,3
118,2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,1,2011-01-06,4,2011,1,6,3
119,2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,4,2011-01-06,5,2011,1,6,3
120,2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,36,2011-01-06,6,2011,1,6,3
121,2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,95,2011-01-06,7,2011,1,6,3
122,2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,219,2011-01-06,8,2011,1,6,3
123,2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,122,2011-01-06,9,2011,1,6,3
124,2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,45,2011-01-06,10,2011,1,6,3
125,2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,59,2011-01-06,11,2011,1,6,3
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,84,2011-01-06,12,2011,1,6,3
127,2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,67,2011-01-06,13,2011,1,6,3
128,2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,70,2011-01-06,14,2011,1,6,3
129,2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,62,2011-01-06,15,2011,1,6,3
130,2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,86,2011-01-06,16,2011,1,6,3
131,2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,172,2011-01-06,17,2011,1,6,3
132,2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,163,2011-01-06,18,2011,1,6,3
133,2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,112,2011-01-06,19,2011,1,6,3
134,2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,69,2011-01-06,20,2011,1,6,3
135,2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,48,2011-01-06,21,2011,1,6,3
136,2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,52,2011-01-06,22,2011,1,6,3
137,2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,23,2011-01-06,23,2011,1,6,3
138,2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,17,2011-01-07,0,2011,1,7,4
139,2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,7,2011-01-07,1,2011,1,7,4
140,2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,1,2011-01-07,2,2011,1,7,4
141,2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,1,2011-01-07,4,2011,1,7,4
142,2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,5,2011-01-07,5,2011,1,7,4
143,2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,34,2011-01-07,6,2011,1,7,4
144,2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,84,2011-01-07,7,2011,1,7,4
145,2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,210,2011-01-07,8,2011,1,7,4
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,134,2011-01-07,9,2011,1,7,4
147,2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,63,2011-01-07,10,2011,1,7,4
148,2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,67,2011-01-07,11,2011,1,7,4
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,59,2011-01-07,12,2011,1,7,4
150,2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,73,2011-01-07,13,2011,1,7,4
151,2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,50,2011-01-07,14,2011,1,7,4
152,2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,72,2011-01-07,15,2011,1,7,4
153,2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,87,2011-01-07,16,2011,1,7,4
154,2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,187,2011-01-07,17,2011,1,7,4
155,2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,123,2011-01-07,18,2011,1,7,4
156,2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,95,2011-01-07,19,2011,1,7,4
157,2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,51,2011-01-07,20,2011,1,7,4
158,2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,39,2011-01-07,21,2011,1,7,4
159,2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,36,2011-01-07,22,2011,1,7,4
160,2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,15,2011-01-07,23,2011,1,7,4
161,2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,25,2011-01-08,0,2011,1,8,5
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,16,2011-01-08,1,2011,1,8,5
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,16,2011-01-08,2,2011,1,8,5
164,2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,7,2011-01-08,3,2011,1,8,5
165,2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,1,2011-01-08,4,2011,1,8,5
166,2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,5,2011-01-08,5,2011,1,8,5
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,2,2011-01-08,6,2011,1,8,5
168,2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,9,2011-01-08,7,2011,1,8,5
169,2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,15,2011-01-08,8,2011,1,8,5
170,2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,20,2011-01-08,9,2011,1,8,5
171,2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,61,2011-01-08,10,2011,1,8,5
172,2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,62,2011-01-08,11,2011,1,8,5
173,2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,98,2011-01-08,12,2011,1,8,5
174,2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,102,2011-01-08,13,2011,1,8,5
175,2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,95,2011-01-08,14,2011,1,8,5
176,2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,74,2011-01-08,15,2011,1,8,5
177,2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,76,2011-01-08,16,2011,1,8,5
178,2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,69,2011-01-08,17,2011,1,8,5
179,2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,55,2011-01-08,18,2011,1,8,5
180,2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,30,2011-01-08,19,2011,1,8,5
181,2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,28,2011-01-08,20,2011,1,8,5
182,2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,37,2011-01-08,21,2011,1,8,5
183,2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,34,2011-01-08,22,2011,1,8,5
184,2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,22,2011-01-08,23,2011,1,8,5
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,25,2011-01-09,0,2011,1,9,6
186,2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,12,2011-01-09,1,2011,1,9,6
187,2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,11,2011-01-09,2,2011,1,9,6
188,2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,4,2011-01-09,3,2011,1,9,6
189,2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,1,2011-01-09,4,2011,1,9,6
190,2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,1,2011-01-09,5,2011,1,9,6
191,2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,1,2011-01-09,6,2011,1,9,6
192,2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,6,2011-01-09,7,2011,1,9,6
193,2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,10,2011-01-09,8,2011,1,9,6
194,2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,19,2011-01-09,9,2011,1,9,6
195,2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,49,2011-01-09,10,2011,1,9,6
196,2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,49,2011-01-09,11,2011,1,9,6
197,2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,83,2011-01-09,12,2011,1,9,6
198,2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,75,2011-01-09,13,2011,1,9,6
199,2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,72,2011-01-09,14,2011,1,9,6
200,2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,82,2011-01-09,15,2011,1,9,6
201,2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,92,2011-01-09,16,2011,1,9,6
202,2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,62,2011-01-09,17,2011,1,9,6
203,2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,48,2011-01-09,18,2011,1,9,6
204,2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,41,2011-01-09,19,2011,1,9,6
205,2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,38,2011-01-09,20,2011,1,9,6
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,20,2011-01-09,21,2011,1,9,6
207,2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,15,2011-01-09,22,2011,1,9,6
208,2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,6,2011-01-09,23,2011,1,9,6
209,2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,5,2011-01-10,0,2011,1,10,0
210,2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,1,2011-01-10,1,2011,1,10,0
211,2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,3,2011-01-10,2,2011,1,10,0
212,2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,1,2011-01-10,3,2011,1,10,0
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,3,2011-01-10,4,2011,1,10,0
214,2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,3,2011-01-10,5,2011,1,10,0
215,2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,31,2011-01-10,6,2011,1,10,0
216,2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,77,2011-01-10,7,2011,1,10,0
217,2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,188,2011-01-10,8,2011,1,10,0
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,94,2011-01-10,9,2011,1,10,0
219,2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,31,2011-01-10,10,2011,1,10,0
220,2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,30,2011-01-10,11,2011,1,10,0
221,2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,52,2011-01-10,12,2011,1,10,0
222,2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,54,2011-01-10,13,2011,1,10,0
223,2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,47,2011-01-10,14,2011,1,10,0
224,2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,45,2011-01-10,15,2011,1,10,0
225,2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,74,2011-01-10,16,2011,1,10,0
226,2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,178,2011-01-10,17,2011,1,10,0
227,2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,155,2011-01-10,18,2011,1,10,0
228,2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,95,2011-01-10,19,2011,1,10,0
229,2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,74,2011-01-10,20,2011,1,10,0
230,2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,38,2011-01-10,21,2011,1,10,0
231,2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,24,2011-01-10,22,2011,1,10,0
232,2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,18,2011-01-10,23,2011,1,10,0
233,2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,12,2011-01-11,0,2011,1,11,1
234,2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,3,2011-01-11,1,2011,1,11,1
235,2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,3,2011-01-11,2,2011,1,11,1
236,2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,6,2011-01-11,5,2011,1,11,1
237,2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,27,2011-01-11,6,2011,1,11,1
238,2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,0.0,99,2011-01-11,7,2011,1,11,1
239,2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,217,2011-01-11,8,2011,1,11,1
